"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",35,37,1,2,1,3,1,0,2,1.30691968744846,1.36316833661832
"2",35,20,1,2,2,2,2,1,3,0.807279771038463,0.793770061258197
"3",35,21,1,1,3,2,1,1,4,0.420450578354669,0.444378226838473
"4",35,29,1,2,4,3,1,0,2,0.579376374823765,0.601913922138944
"5",35,32,1,2,5,2,2,1,4,0.386813603807034,0.420546041072689
"6",35,29,1,2,6,1,2,1,5,0.470733235146772,0.471607689469395
"7",35,27,1,1,7,2,1,1,3,0.569223439341118,0.512677250569906
"8",35,38,1,2,8,2,2,1,3,0.574641987614115,0.657953494622781
"9",35,19,1,2,9,1,1,0,4,0.566708286551707,0.465766344910079
"10",35,20,1,1,10,1,1,1,4,0.456052151559176,0.509347580731209
"11",35,37,1,1,11,1,1,1,4,0.399187875603037,0.471592097441115
"12",35,20,1,2,12,1,2,1,4,0.416419605612039,0.498526286562011
"13",35,21,1,1,13,3,1,1,3,1.18596608461551,1.17528490495698
"14",35,29,1,2,14,2,2,1,4,0.516354654056665,0.48376602917984
"15",35,32,1,1,15,3,1,1,3,0.984156721296883,0.926018473908962
"16",35,29,1,1,16,2,1,1,3,0.598716099063493,0.566497178703806
"17",35,27,1,1,17,1,1,1,4,0.40910341483555,0.441794805147049
"18",35,38,1,1,18,3,2,0,2,1.2054865691098,1.22356319754534
"19",35,19,1,1,19,1,1,1,5,0.349863936187949,0.329084664928051
"20",35,20,1,1,20,2,1,1,3,0.60075335114478,0.544889636196588
"21",35,37,1,2,21,2,2,1,4,0.585485517669292,0.585591425733099
"22",35,20,1,2,22,1,2,1,4,0.483574038986678,0.451731821454846
"23",35,21,1,2,23,2,1,0,3,0.657733996822693,0.671077565406167
"24",35,29,1,2,24,2,2,1,3,0.772057556597235,0.729938869651769
"25",35,32,1,1,25,2,1,1,4,0.672470234158475,0.600310948611825
"26",35,29,1,1,26,3,2,0,2,0.990662995693119,0.976528396937483
"27",35,27,1,2,27,3,2,1,3,0.719429854950764,0.672857320887935
"28",35,38,1,1,28,3,2,0,2,0.489549188773767,0.442576926248394
"29",35,19,1,2,29,2,2,1,3,0.710611710489344,0.606007729843344
"30",35,20,1,1,30,2,1,1,3,0.574806932759125,0.50385456560974
"31",35,37,1,1,31,1,2,0,3,0.661095253795125,0.701164971545202
"32",35,20,1,1,32,1,2,0,4,0.469629696544448,0.423733677775557
"33",35,21,1,2,33,2,2,1,4,0.7462545493047,0.720273683326301
"34",35,29,1,1,34,2,1,1,4,0.741129411774196,0.730896068569261
"35",35,32,1,1,35,1,1,1,4,0.414262439688354,0.363076327565632
"36",35,29,1,1,36,3,2,0,1,0.944484762749787,0.909671719494473
"37",35,27,1,2,37,1,2,1,5,0.335669157772771,0.310541188969296
"38",35,38,1,2,38,1,2,1,5,0.287564914246673,0.320764529218523
"39",35,19,1,2,39,2,1,0,3,0.644760213610548,0.607388450657004
"40",35,20,1,1,40,1,1,1,4,0.328658692488244,0.279779771236244
"41",35,37,1,2,41,2,1,0,2,0.678891840439049,0.675521443207575
"42",35,20,1,1,42,3,1,1,3,0.683957265002333,0.7220278920392
"43",35,21,1,1,43,1,2,0,3,0.49440062703277,0.468073511225466
"44",35,29,1,1,44,2,2,0,2,0.768063588569113,0.751004536919726
"45",35,32,1,1,45,3,2,0,2,1.07996058085842,1.05509631536156
"46",35,29,1,2,46,2,2,1,3,0.305605468869365,0.23942553067669
"47",35,27,1,1,47,3,1,1,3,0.664598965399309,0.633769516553846
"48",35,38,1,2,48,1,2,1,5,0.449895567242183,0.523561710089671
"49",35,19,1,1,49,1,1,1,4,0.44798436978464,0.535466689879355
"50",35,20,1,1,50,2,1,1,3,0.486677407938011,0.455579220690765
"51",35,37,1,1,51,3,1,1,3,1.15156949003739,1.17976036584904
"52",35,20,1,2,52,1,2,1,5,0.218080273996944,0.237869682868815
"53",35,21,1,1,53,3,2,0,1,0.38919631853727,0.318070770959682
"54",35,29,1,1,54,3,2,0,1,0.967139581468924,1.02102460975467
"55",35,32,1,1,55,3,2,0,2,0.66908690578674,0.676737373570158
"56",35,29,1,1,56,1,1,1,5,0.571167826112896,0.562781073104337
"57",35,27,1,1,57,2,2,0,3,0.669945555826694,0.644237375462673
"58",35,38,1,2,58,1,1,0,3,0.483927478558668,0.513566565851751
"59",35,19,1,1,59,3,2,0,2,0.532611474699969,0.43265879297108
"60",35,20,1,2,60,2,2,1,4,0.680956517075562,0.710422066874413
"61",35,37,1,2,61,2,1,0,2,0.620925960682547,0.577837295343011
"62",35,20,1,1,62,2,1,1,4,0.436788774401315,0.500107724548851
"63",35,21,1,2,63,1,2,1,5,0.438936173232182,0.40756014086959
"64",35,29,1,2,64,1,2,1,5,0.528670297124348,0.488648445088137
"65",35,32,1,2,65,1,2,1,4,0.29131591467776,0.286358495065523
"66",35,29,1,1,66,3,2,0,1,0.72324493928395,0.757472515294574
"67",35,27,1,1,67,1,1,1,4,0.400949650932521,0.393357517407756
