"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",2,29,2,2,1,1,2,1,4,0.307825927612126,0.349340877046093
"2",2,30,2,1,2,1,2,0,3,0.638524137129286,0.640064306619794
"3",2,23,2,2,3,3,2,1,3,1.07345366951871,1.1607775844035
"4",2,31,2,2,4,2,2,1,3,0.537210743716399,0.527334659589053
"5",2,24,2,1,5,1,2,0,3,0.645352464967526,0.64967696406535
"6",2,19,2,1,6,3,1,1,3,1.30700477109985,1.30640766913641
"7",2,18,2,2,7,3,2,1,3,0.572668639902578,0.508447536431238
"8",2,30,2,1,8,3,2,0,1,0.228672568487545,0.134365594195329
"9",2,36,2,2,9,2,2,1,4,0.777981382513584,0.712205943137448
"10",2,24,2,2,10,2,2,1,4,0.514455884995571,0.568445503461315
"11",2,29,2,2,11,2,2,1,4,0.531258212599121,0.523759598640115
"12",2,30,2,2,12,1,2,1,5,0.360424666863812,0.320472550470237
"13",2,23,2,1,13,1,2,0,3,0.525798049800293,0.488189849131512
"14",2,31,2,1,14,2,1,1,3,0.615512285831575,0.623636771484178
"15",2,24,2,1,15,2,1,1,4,0.406023050930838,0.405171295551132
"16",2,19,2,2,16,1,2,1,5,0.436885038776161,0.386547430295274
"17",2,18,2,1,17,3,1,1,3,0.522673988933901,0.45073751235809
"18",2,30,2,2,18,1,2,1,5,0.32972485705909,0.334149761452721
"19",2,36,2,2,19,1,2,1,5,0.368929790996315,0.343828128226858
"20",2,24,2,2,20,2,2,1,4,0.813888926193426,0.78494552408526
"21",2,29,2,2,21,3,1,0,1,0.91157682288672,0.888832163763314
"22",2,30,2,2,22,2,2,1,4,0.683550483740515,0.699743669392543
"23",2,23,2,2,23,2,2,1,3,0.68513453728084,0.68245899836134
"24",2,31,2,1,24,3,1,1,2,1.44148296837781,1.48618389310393
"25",2,24,2,2,25,3,2,1,3,0.680704671661052,0.64199354421007
"26",2,19,2,2,26,3,1,0,2,1.14451401283544,1.18741220476666
"27",2,18,2,2,27,1,1,0,3,0.495237989018769,0.465558608764788
