"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",9,34,1,2,1,1,2,1,4,0.40921431300055,0.421868872544299
"2",9,26,1,1,2,1,1,1,5,0.389465282410816,0.323201167709352
"3",9,37,1,2,3,3,1,0,2,1.56539074808952,1.64242934163671
"4",9,33,1,1,4,2,1,1,3,0.664727700581641,0.667687667521232
"5",9,38,1,2,5,2,2,1,3,0.646166908494568,0.641408969893833
"6",9,35,1,1,6,2,2,0,2,0.780621600485562,0.796283548005086
"7",9,35,1,2,7,2,2,1,4,0.48360374327249,0.560275194989441
"8",9,31,1,2,8,1,2,1,5,0.380001855458798,0.380675891832914
"9",9,28,1,2,9,2,1,0,2,0.817424787137749,0.85199198488582
"10",9,31,1,1,10,3,2,0,1,0.885659799684401,0.903352118678124
"11",9,34,1,2,11,3,1,0,1,0.785089258307602,0.775162352257551
"12",9,26,1,2,12,3,2,1,2,1.07131540478459,1.11787609704382
"13",9,37,1,1,13,3,1,1,3,0.789743931223324,0.770504594839837
"14",9,33,1,2,14,2,1,0,2,0.917101322596957,0.860682060462196
"15",9,38,1,2,15,2,1,0,3,0.47348688955752,0.432041186041285
"16",9,35,1,2,16,2,1,0,3,0.531913106066788,0.554080364604284
"17",9,35,1,1,17,2,2,0,2,0.634259939702093,0.615307831964883
"18",9,31,1,1,18,1,1,1,4,0.320762019954493,0.382143622733556
"19",9,28,1,2,19,2,2,1,4,0.348192445209188,0.361500800540551
"20",9,31,1,2,20,2,2,1,3,0.661755191973678,0.680145317562247
"21",9,34,1,2,21,1,2,1,4,0.442539159292726,0.434971195712604
"22",9,26,1,2,22,3,1,0,2,0.864367458569315,0.821455735938683
"23",9,37,1,2,23,2,1,0,3,0.45508614326555,0.528147846640451
"24",9,33,1,2,24,1,1,0,3,0.550773240007784,0.576083343539786
"25",9,38,1,2,25,3,2,1,3,0.764489384801263,0.786707089556218
"26",9,35,1,2,26,1,2,1,4,0.423228894775366,0.454490739956841
"27",9,35,1,2,27,3,1,0,2,0.747788843845573,0.894752011292851
"28",9,31,1,1,28,1,2,0,3,0.443159703237753,0.470462274000946
"29",9,28,1,1,29,3,1,1,3,0.822373554837206,0.842542147036969
"30",9,31,1,2,30,3,2,1,2,0.58070863075167,0.56730973730025
"31",9,34,1,1,31,1,2,0,3,0.648357674706184,0.649852938223964
"32",9,26,1,1,32,3,2,0,2,0.364302598853308,0.301819117661564
"33",9,37,1,1,33,1,1,1,4,0.315172560953205,0.319507216546146
"34",9,33,1,2,34,2,1,0,2,0.605399868185362,0.621330251477529
"35",9,38,1,2,35,1,1,0,4,0.65769736828452,0.698418402363777
"36",9,35,1,2,36,2,1,0,3,0.793430299019759,0.754284606293602
"37",9,35,1,1,37,2,1,1,4,0.680131686732947,0.832039876771686
"38",9,31,1,1,38,3,1,1,3,1.00679174794606,1.0522275142132
"39",9,28,1,1,39,3,2,0,2,1.52565198339951,1.55210310523157
"40",9,31,1,1,40,1,1,1,5,0.424528740800203,0.425861904683901
"41",9,34,1,2,41,1,2,1,5,0.409240817580505,0.323255551564772
"42",9,26,1,2,42,1,2,1,4,0.434237515372834,0.488721729127413
"43",9,37,1,1,43,2,1,1,4,0.558496420182479,0.640861846293967
"44",9,33,1,1,44,1,1,1,4,0.424367804842972,0.448832401165951
"45",9,38,1,1,45,2,1,1,3,0.595207311976853,0.608909994102494
"46",9,35,1,2,46,3,1,0,1,1.12367625783622,1.08359221008812
"47",9,35,1,1,47,2,1,1,4,0.504135379090654,0.425228051028155
"48",9,31,1,1,48,2,1,1,3,0.722687760825814,0.762138679151614
"49",9,28,1,1,49,2,1,1,4,0.605950215294634,0.609356376736994
"50",9,31,1,1,50,2,1,1,4,0.672192475417841,0.703581590059494
"51",9,34,1,2,51,1,2,1,5,0.457080809929412,0.409840192414118
"52",9,26,1,1,52,3,1,1,2,0.878425939575066,0.903622911533463
"53",9,37,1,2,53,1,1,0,4,0.562620200248107,0.546134668160225
"54",9,33,1,2,54,1,2,1,4,0.461929868145489,0.447409149362636
"55",9,38,1,2,55,2,2,1,3,0.714296605817244,0.670329190375058
"56",9,35,1,1,56,1,1,1,5,0.480769475077991,0.532173223586902
"57",9,35,1,2,57,1,2,1,5,0.454920384896033,0.385568090585764
"58",9,31,1,2,58,3,1,0,2,0.680329505875203,0.620525266911828
"59",9,28,1,2,59,2,1,0,2,0.474502573971494,0.539286099232127
"60",9,31,1,2,60,1,2,1,5,0.384985939862256,0.359014975124853
"61",9,34,1,1,61,2,1,1,4,0.847481509877825,0.827538409496521
"62",9,26,1,1,62,1,1,1,4,0.479818008661691,0.43301845203765
"63",9,37,1,2,63,2,2,1,4,0.44795260227435,0.486538795405826
"64",9,33,1,2,64,1,2,1,4,0.412280212281196,0.45443043097641
"65",9,38,1,2,65,2,1,0,2,0.63343061852344,0.710094790683337
"66",9,35,1,1,66,1,1,1,5,0.283963578607964,0.234174408669097
"67",9,35,1,1,67,1,1,1,4,0.492754129422205,0.587143382874835
"68",9,31,1,1,68,1,1,1,4,0.536409147769662,0.494914883471726
"69",9,28,1,1,69,1,2,0,4,0.585989380525384,0.562531325217536
"70",9,31,1,2,70,3,2,1,3,0.650788619628215,0.719630549719131
"71",9,34,1,2,71,2,2,1,3,0.787352365375945,0.854616877952655
"72",9,26,1,1,72,3,1,1,3,0.975155950136123,0.934530611018634
"73",9,37,1,1,73,3,1,1,2,0.608708179064822,0.526243328371131
"74",9,33,1,1,74,3,2,0,2,0.94515695316692,0.967887777488016
"75",9,38,1,1,75,1,1,1,5,0.372600273372629,0.347739262767933
"76",9,35,1,2,76,3,1,0,1,0.734815334774344,0.828525611894218
"77",9,35,1,1,77,2,2,0,2,0.689972032267292,0.708436988165414
"78",9,31,1,1,78,1,2,0,4,0.358893579879812,0.33036204779307
"79",9,28,1,2,79,1,2,1,5,0.384573029653662,0.48265506826223
"80",9,31,1,1,80,2,1,1,3,0.647117519254539,0.562534441459859
"81",9,34,1,1,81,1,2,0,3,0.477742285607759,0.442100607426053
"82",9,26,1,1,82,3,1,1,2,0.753273943541372,0.726133483155539
"83",9,37,1,2,83,2,2,1,3,0.706905485470421,0.703869089100677
"84",9,33,1,2,84,1,2,1,5,0.36485741521864,0.338543513996154
"85",9,38,1,1,85,3,1,1,3,0.635858635884041,0.58775716013927
"86",9,35,1,2,86,2,2,1,4,0.761429828565165,0.832867638420357
"87",9,35,1,1,87,2,2,0,3,0.921054068714529,0.777912567099294
"88",9,31,1,2,88,3,1,0,1,1.10139356068382,1.13852856442212
"89",9,28,1,2,89,1,2,1,4,0.289822031282893,0.312334069092424
"90",9,31,1,2,90,1,2,1,4,0.466107064746587,0.395100706993466
"91",9,34,1,2,91,2,2,1,4,0.371859038386296,0.425611670199617
"92",9,26,1,1,92,1,1,1,5,0.376537946645845,0.370077839946889
