"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",12,30,2,2,1,2,1,0,2,0.69254013744217,0.699624161374553
"2",12,18,2,1,2,1,1,1,4,0.366514027278789,0.371336670001635
"3",12,28,2,2,3,2,2,1,4,0.621424637189876,0.562327968904109
"4",12,24,2,1,4,3,2,0,1,1.15570285346568,1.14958346369311
"5",12,25,2,2,5,2,2,1,3,0.70568468268595,0.730809139123876
"6",12,21,2,2,6,2,1,0,3,0.918467186940805,0.888184883068289
"7",12,23,2,2,7,2,1,0,2,0.858462805357796,0.830627627652877
"8",12,36,2,2,8,2,2,1,4,0.57626143136053,0.573279438202423
"9",12,26,2,1,9,3,1,1,2,1.12132446886142,1.126377136613
"10",12,31,2,2,10,1,2,1,5,0.454713139182563,0.431113747429827
"11",12,30,2,1,11,3,1,1,3,0.915589075840603,0.953383081951287
"12",12,18,2,2,12,3,1,0,1,1.00212519736679,1.01891630189814
"13",12,28,2,1,13,2,1,1,3,0.765038765624711,0.814140334060399
"14",12,24,2,2,14,3,1,0,1,1.07939824116609,1.02441945780615
"15",12,25,2,1,15,2,2,0,3,0.605918488886516,0.596991343186599
"16",12,21,2,1,16,3,2,0,2,0.980467061727675,0.979207498017223
"17",12,23,2,2,17,1,2,1,5,0.374464891154662,0.360123178333099
"18",12,36,2,2,18,3,2,1,3,1.12556172508819,1.16544648102056
"19",12,26,2,1,19,1,1,1,4,0.397934836659037,0.378162582291439
"20",12,31,2,2,20,1,2,1,5,0.475737706668492,0.446481488866153
"21",12,30,2,1,21,2,2,0,3,0.552687047580198,0.537305612421345
"22",12,18,2,2,22,1,2,1,4,0.301748920149036,0.332036506335012
"23",12,28,2,2,23,3,1,0,2,1.18177088946603,1.17399831038717
"24",12,24,2,1,24,2,1,1,4,0.63123337031231,0.600405210074826
"25",12,25,2,1,25,1,1,1,5,0.278102877514525,0.286380890706046
"26",12,21,2,2,26,2,1,0,2,0.43406165005421,0.343416569926837
"27",12,23,2,1,27,3,2,0,1,0.578878900054093,0.614862041936945
"28",12,36,2,1,28,3,2,0,2,1.08230916377287,1.15875913795627
"29",12,26,2,2,29,3,2,1,2,0.880922447538383,0.828457046749638
"30",12,31,2,2,30,2,1,0,3,0.635727138938892,0.639878677649504
"31",12,30,2,1,31,1,2,0,3,0.657083591740499,0.609254108720772
"32",12,18,2,1,32,2,1,1,3,0.652503407289693,0.598359771673436
"33",12,28,2,1,33,3,2,0,1,0.635448278068808,0.675420193131611
"34",12,24,2,2,34,1,2,1,4,0.369464037776199,0.367298701022665
"35",12,25,2,1,35,1,1,1,5,0.459954124486868,0.544325854315807
"36",12,21,2,2,36,2,1,0,3,0.735844470581352,0.650998031615768
"37",12,23,2,1,37,3,1,1,3,0.588449018819233,0.55969957349845
"38",12,36,2,2,38,3,1,0,2,0.951442515433102,0.980687567142531
"39",12,26,2,1,39,1,1,1,4,0.383086796227868,0.395752028062473
"40",12,31,2,2,40,2,2,1,3,0.436242164277035,0.414301964019249
"41",12,30,2,1,41,3,2,0,2,1.33598951746875,1.36410173737044
"42",12,18,2,1,42,1,1,1,4,0.381349102602265,0.317774020594081
