"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",8,25,2,2,1,1,2,1,5,0.447355194779502,0.435185673387758
"2",8,29,2,1,2,2,1,1,3,0.501894175351073,0.516238061816859
"3",8,36,2,1,3,3,1,1,2,0.647452861696636,0.592442105440995
"4",8,24,2,2,4,1,2,1,5,0.379689013232585,0.36635424851274
"5",8,26,2,1,5,2,1,1,4,0.440398841701087,0.516735792021698
"6",8,24,2,1,6,3,2,0,1,0.507858144242385,0.569484687806798
"7",8,18,2,2,7,2,2,1,4,0.586282917925728,0.621139702024015
"8",8,29,2,2,8,2,2,1,4,0.59791173191676,0.54861238283483
"9",8,26,2,1,9,3,2,0,1,0.925466239206447,0.963302096655656
"10",8,40,2,1,10,3,2,0,1,1.90348341894872,1.90968663720606
"11",8,25,2,1,11,2,2,0,2,0.440279385266187,0.501279546194949
"12",8,29,2,2,12,1,1,0,3,0.606427428726431,0.633454634996147
"13",8,36,2,2,13,2,1,0,2,0.940016981057062,0.924244400451584
"14",8,24,2,1,14,3,2,0,1,1.15845609091502,1.13242203392792
"15",8,26,2,2,15,2,1,0,3,0.728771160439023,0.729343612528954
"16",8,24,2,2,16,2,2,1,4,0.505526127079105,0.495635933903531
"17",8,18,2,2,17,1,2,1,4,0.609194504873378,0.585629961849806
"18",8,29,2,2,18,1,2,1,5,0.389464256162636,0.317284592535981
"19",8,26,2,1,19,3,1,1,3,0.634386775805567,0.654542191424583
"20",8,40,2,2,20,1,2,1,5,0.343922586603336,0.373628665247031
"21",8,25,2,1,21,2,1,1,3,0.531271404261042,0.569478368945902
"22",8,29,2,1,22,2,1,1,3,0.515391163812925,0.516532722371175
"23",8,36,2,2,23,3,2,1,2,0.501261315554868,0.50192544083842
"24",8,24,2,2,24,2,2,1,4,0.585983792493868,0.562715503002204
"25",8,26,2,1,25,3,2,0,1,0.591302884358714,0.616603486543898
"26",8,24,2,1,26,2,2,0,2,0.697668585656101,0.749526605286621
"27",8,18,2,1,27,2,2,0,2,1.01819048161914,0.977482109187783
"28",8,29,2,2,28,3,2,1,2,0.914271410659162,0.83729513290107
"29",8,26,2,1,29,3,2,0,1,0.404019724221067,0.459647999336913
"30",8,40,2,2,30,1,2,1,5,0.356099707289722,0.305452590889567
"31",8,25,2,1,31,2,1,1,4,0.392575217700998,0.370823748098441
