"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",23,32,1,2,1,1,1,0,3,0.609397121867317,0.711024182387038
"2",23,18,1,1,2,1,1,1,5,0.403307123412471,0.386952724407756
"3",23,39,1,2,3,3,1,0,2,1.13493109315224,1.1065761447016
"4",23,25,1,2,4,3,1,0,1,0.832538134338265,0.859734885806064
"5",23,25,1,1,5,2,1,1,4,0.560808193405609,0.602870744942694
"6",23,37,1,1,6,3,1,1,3,0.668914714106144,0.591239675402403
"7",23,33,1,2,7,1,2,1,4,0.381894213428192,0.443577079201171
"8",23,19,1,1,8,2,1,1,4,0.674818548053177,0.563532298975041
"9",23,19,1,2,9,2,2,1,3,0.623478508797501,0.624421759260106
"10",23,25,1,2,10,3,1,0,1,0.950175695193688,0.960405462383419
"11",23,32,1,1,11,3,2,0,1,1.42681322903816,1.49523937000082
"12",23,18,1,2,12,2,1,0,3,0.833977494872017,0.877182461064239
"13",23,39,1,2,13,3,1,0,2,0.696557676891385,0.731212620145866
"14",23,25,1,2,14,3,1,0,1,0.741526982733391,0.72460176102999
"15",23,25,1,2,15,1,1,0,4,0.380895395354307,0.342610799782295
"16",23,37,1,1,16,1,1,1,4,0.325755141578916,0.364680406945987
"17",23,33,1,1,17,3,1,1,3,0.876042771242136,0.840001847907317
"18",23,19,1,1,18,3,2,0,1,1.64550532451718,1.65180185787715
"19",23,19,1,1,19,1,2,0,3,0.558898219111513,0.608928807629401
"20",23,25,1,1,20,1,1,1,4,0.495577471812511,0.503650441316138
"21",23,32,1,1,21,2,2,0,2,0.69247877726721,0.695172719083165
"22",23,18,1,2,22,1,2,1,4,0.460164994174161,0.462086472629172
"23",23,39,1,2,23,2,1,0,2,1.13148108108242,1.13535284465244
"24",23,25,1,1,24,1,2,0,4,0.446451299659337,0.403325495720507
"25",23,25,1,2,25,2,2,1,4,0.512171051534236,0.581530287895906
"26",23,37,1,2,26,2,1,0,2,0.762372107059159,0.788291508513283
"27",23,33,1,1,27,1,1,1,4,0.423909052655664,0.45092489903843
"28",23,19,1,1,28,2,1,1,3,0.438690835543373,0.451473407305732
"29",23,19,1,2,29,3,2,1,3,0.800510966781081,0.888673233686278
"30",23,25,1,2,30,3,2,1,2,0.988616939100536,1.10561518645222
"31",23,32,1,1,31,1,1,1,5,0.417935861919077,0.528751552819217
"32",23,18,1,2,32,2,1,0,3,0.833135087622838,0.800633656832447
"33",23,39,1,1,33,3,1,1,3,0.575705959942523,0.561175572246485
"34",23,25,1,1,34,1,2,0,4,0.56092614069463,0.628115277967924
"35",23,25,1,2,35,1,2,1,4,0.462326692675412,0.510695643662814
"36",23,37,1,1,36,3,2,0,1,1.5033994096089,1.52545698184999
"37",23,33,1,1,37,2,2,0,2,0.662220487018445,0.594414020620419
"38",23,19,1,1,38,3,2,0,1,1.227622038899,1.18083559645226
