"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",26,33,2,2,1,3,1,0,2,1.21217282098451,1.20674457200049
"2",26,32,2,1,2,3,1,1,3,1.20174832507335,1.16409347671695
"3",26,35,2,2,3,3,1,0,2,-0.405198607446584,-0.39562868051124
"4",26,27,2,1,4,2,2,0,2,0.50056376952164,0.4628869003573
"5",26,25,2,2,5,3,1,0,2,1.63183394123412,1.63369156431567
"6",26,32,2,2,6,3,2,1,2,1.08296438290549,1.03741090916372
"7",26,30,2,2,7,3,1,0,2,1.38760152745229,1.39770225191405
"8",26,30,2,1,8,1,1,1,5,0.3863431093424,0.350034443876084
"9",26,24,2,2,9,3,2,1,3,0.824290616088376,0.824628582155244
"10",26,32,2,1,10,1,1,1,5,0.325689554996056,0.297629002705427
"11",26,33,2,2,11,1,1,0,4,0.4775569818244,0.559084619022501
"12",26,32,2,1,12,2,2,0,3,0.988519764548895,0.932849414037094
"13",26,35,2,2,13,1,2,1,4,0.328399383732017,0.35121359426466
"14",26,27,2,2,14,2,1,0,2,0.741045386461972,0.717606057774293
"15",26,25,2,2,15,1,1,0,4,0.581108215912744,0.586541968075419
"16",26,32,2,2,16,3,2,1,2,0.976059192738724,0.952431605578556
"17",26,30,2,2,17,1,2,1,4,0.344580239198593,0.293142321026453
"18",26,30,2,1,18,1,2,0,3,0.872185329701073,0.844928058626822
"19",26,24,2,2,19,1,2,1,5,0.371193642795168,0.321948767648325
"20",26,32,2,2,20,1,2,1,4,0.565819892853177,0.611286330345258
"21",26,33,2,2,21,3,2,1,2,1.13841158271477,1.09199216578018
"22",26,32,2,2,22,1,2,1,5,0.390194821950476,0.396619264273871
"23",26,35,2,1,23,2,2,0,2,0.799670132694442,0.835277470972857
"24",26,27,2,2,24,3,2,1,3,0.94475422353555,0.896474291333543
"25",26,25,2,2,25,2,2,1,3,0.759242642857382,0.750689064056515
"26",26,32,2,2,26,1,2,1,4,0.406536693051884,0.522572962919241
"27",26,30,2,1,27,1,1,1,4,0.378556139457291,0.36333224033903
"28",26,30,2,2,28,3,1,0,2,1.33312970487061,1.29305940626041
"29",26,24,2,2,29,3,2,1,3,0.59944965797774,0.534958740665048
"30",26,32,2,2,30,2,1,0,2,0.909675991557323,0.856939397855579
"31",26,33,2,2,31,3,1,0,1,0.764953689113665,0.807449787665516
"32",26,32,2,1,32,3,2,0,2,1.21744104543251,1.27025843578054
"33",26,35,2,2,33,3,1,0,2,0.855453861852686,0.892412171010617
"34",26,27,2,1,34,1,1,1,4,0.367213654209825,0.342695019200888
"35",26,25,2,2,35,1,1,0,3,0.589774467746083,0.575992640772013
"36",26,32,2,1,36,1,1,1,5,0.362612637578332,0.371654617440093
"37",26,30,2,1,37,3,2,0,2,1.09779449794177,1.12609443340076
