"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",28,23,2,1,1,1,1,1,5,0.387343890952466,0.349009135730153
"2",28,40,2,1,2,3,1,1,3,0.762461055761239,0.694506562332376
"3",28,38,2,2,3,3,2,1,3,0.806950636240506,0.839091438281853
"4",28,34,2,1,4,3,2,0,2,0.994872055273969,1.05307558646981
"5",28,40,2,1,5,2,1,1,4,0.573362599594723,0.547018117564579
"6",28,38,2,1,6,1,1,1,4,0.466316549498131,0.438035535192808
"7",28,33,2,2,7,1,2,1,5,0.423248291782582,0.478834867455161
"8",28,37,2,2,8,2,1,0,2,0.48834655341069,0.521833600682041
"9",28,23,2,1,9,1,1,1,4,0.393811552992959,0.377826112460387
"10",28,36,2,1,10,1,1,1,5,0.466624139002048,0.512480918513659
"11",28,23,2,1,11,1,1,1,4,0.507627494055794,0.552232551156928
"12",28,40,2,2,12,1,1,0,4,0.556412076077364,0.601960132356393
"13",28,38,2,2,13,2,1,0,2,0.479448802078884,0.531392018117702
"14",28,34,2,1,14,2,2,0,3,0.878038442865458,0.858084785167201
"15",28,40,2,1,15,2,2,0,3,0.90028308273333,0.98486486275866
"16",28,38,2,1,16,1,2,0,4,0.332119741453864,0.333411001001136
"17",28,33,2,1,17,3,1,1,3,0.925613186941832,0.91045447752721
"18",28,37,2,1,18,3,2,0,2,0.823897170379233,0.899362386607059
"19",28,23,2,2,19,1,2,1,5,0.462583529737357,0.449341356555351
"20",28,36,2,2,20,2,2,1,3,0.487402168805008,0.512112376214975
"21",28,23,2,2,21,3,1,0,2,1.18406908082874,1.18473720680844
"22",28,40,2,2,22,2,2,1,3,0.569997687931821,0.587142549930713
"23",28,38,2,1,23,2,1,1,3,0.661271581739622,0.672684014941558
"24",28,34,2,1,24,2,2,0,2,0.644102562431053,0.581163599699936
"25",28,40,2,1,25,1,2,0,4,0.592159811423329,0.736673102081208
"26",28,38,2,2,26,2,2,1,4,0.547703962147307,0.464141152926728
"27",28,33,2,2,27,3,2,1,2,0.545045923906176,0.612561355688912
"28",28,37,2,1,28,3,2,0,2,0.634790039209133,0.616676380715197
"29",28,23,2,2,29,2,1,0,2,0.481035675497891,0.420575439583691
"30",28,36,2,1,30,1,1,1,5,0.444728247431198,0.441510477563529
"31",28,23,2,1,31,2,1,1,3,0.404172544699146,0.360049132010187
"32",28,40,2,2,32,3,1,0,2,0.552707749783484,0.564557523104929
"33",28,38,2,2,33,3,1,0,2,0.99190234441242,1.00401474946101
"34",28,34,2,1,34,2,1,1,3,0.643942546100225,0.616358033548441
"35",28,40,2,2,35,3,1,0,1,0.784660297085003,0.72990587912123
"36",28,38,2,2,36,3,2,1,2,0.467215102647681,0.363579507581807
"37",28,33,2,1,37,2,1,1,3,0.633921577405484,0.614558491400558
"38",28,37,2,1,38,3,2,0,2,0.798321865189128,0.801017513581856
"39",28,23,2,2,39,2,1,0,3,0.75551174124425,0.774553204389973
"40",28,36,2,2,40,1,2,1,5,0.460193989547557,0.540529610264461
"41",28,23,2,1,41,2,1,1,3,0.342210254008524,0.339777131953826
"42",28,40,2,2,42,3,2,1,3,0.73150942610509,0.732400058333696
"43",28,38,2,2,43,2,2,1,3,0.540612457033736,0.444565607142702
"44",28,34,2,2,44,3,1,0,2,0.374479012723661,0.403379446170555
"45",28,40,2,1,45,2,2,0,2,0.641076307488465,0.664317118531594
"46",28,38,2,2,46,1,2,1,5,0.314231021148057,0.279576767517488
"47",28,33,2,2,47,3,1,0,1,1.04457371473124,1.08846816911532
"48",28,37,2,1,48,2,1,1,3,0.690967370671428,0.65061298491204
"49",28,23,2,1,49,1,1,1,5,0.374554484785656,0.375148467863866
"50",28,36,2,1,50,2,1,1,4,0.865677742517055,0.826193332562589
"51",28,23,2,2,51,2,2,1,4,0.780261226528694,0.756355629472528
"52",28,40,2,2,52,2,2,1,4,0.328880122505903,0.41906101259867
"53",28,38,2,2,53,3,1,0,1,1.5784035170391,1.53153271035447
"54",28,34,2,2,54,2,2,1,4,0.44268003109288,0.373121640568293
"55",28,40,2,1,55,3,2,0,2,0.350448849581453,0.307079729228353
