"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",31,39,1,2,1,3,2,1,3,0.734032078295408,0.78859732504759
"2",31,26,1,2,2,2,2,1,3,0.64518094585079,0.683939697791429
"3",31,23,1,1,3,3,2,0,2,0.414336397395788,0.455272228264392
"4",31,36,1,2,4,2,1,0,3,0.776136708001013,0.802809491713808
"5",31,21,1,2,5,1,2,1,4,0.325761671070819,0.286145812773504
"6",31,32,1,1,6,3,1,1,2,0.718463051493144,0.742301337925235
"7",31,23,1,2,7,2,1,0,3,0.607800185125614,0.551861818181212
"8",31,33,1,2,8,3,1,0,2,0.95272446081145,1.00000528470994
"9",31,40,1,1,9,3,2,0,1,0.597461668879963,0.596102577071105
"10",31,39,1,1,10,2,2,0,2,0.747918366265061,0.764835694524399
"11",31,39,1,1,11,2,1,1,3,0.632654778962496,0.645525829115783
"12",31,26,1,1,12,1,2,0,3,0.667123306150326,0.603923453740858
"13",31,23,1,1,13,1,1,1,5,0.477844393202148,0.554976306686074
"14",31,36,1,1,14,3,1,1,3,0.499012569898777,0.541562684165141
"15",31,21,1,1,15,2,1,1,4,0.521336487821888,0.492585337986524
"16",31,32,1,2,16,2,1,0,3,0.826706246777782,0.835920684418853
"17",31,23,1,2,17,1,2,1,4,0.282838168706281,0.253553433498488
"18",31,33,1,1,18,2,1,1,4,0.499745463382283,0.38572279659366
"19",31,40,1,2,19,2,1,0,2,0.412909230035054,0.373458214756741
"20",31,39,1,1,20,2,2,0,2,0.692184449382722,0.629974326434326
"21",31,39,1,2,21,2,2,1,3,0.715272940315468,0.745744496197196
"22",31,26,1,2,22,3,2,1,3,0.829745668198691,0.84785769583877
"23",31,23,1,1,23,2,1,1,4,0.562422652487518,0.551013806131423
"24",31,36,1,2,24,1,2,1,5,0.287474813672928,0.301612037784526
"25",31,21,1,2,25,2,2,1,3,0.574481103404767,0.607609429682204
"26",31,32,1,1,26,2,1,1,3,0.678531076524962,0.681171405859677
"27",31,23,1,2,27,3,2,1,3,0.983972921340366,0.912385990923526
"28",31,33,1,2,28,2,2,1,4,0.603081503254746,0.698421899193047
"29",31,40,1,2,29,2,2,1,4,0.723833415206417,0.707503542223957
"30",31,39,1,2,30,1,1,0,3,0.422171297180964,0.455978221614154
"31",31,39,1,2,31,2,1,0,3,0.895569676219101,0.792139177953022
