"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",32,19,2,1,1,1,1,1,4,0.49211196592877,0.434685788692559
"2",32,38,2,2,2,1,1,0,4,0.487524588155821,0.448959381825679
"3",32,36,2,2,3,2,1,0,3,0.596380615498146,0.478712730247321
"4",32,29,2,1,4,2,1,1,3,0.464652646530901,0.423050654227958
"5",32,25,2,2,5,2,2,1,4,0.629388757229841,0.614514569670497
"6",32,40,2,1,6,1,1,1,4,0.324584157697032,0.416014559471266
"7",32,21,2,2,7,2,1,0,3,0.832472891230381,0.840487738903315
"8",32,39,2,1,8,3,2,0,2,1.21321700125276,1.24501391140876
"9",32,39,2,1,9,3,2,0,2,1.18291021832085,1.20562169934068
"10",32,18,2,1,10,1,1,1,4,0.408498643571215,0.416200561027249
"11",32,19,2,2,11,1,2,1,4,0.485151575114491,0.537670511586675
"12",32,38,2,2,12,3,2,1,3,1.14447127257834,1.11432247573461
"13",32,36,2,1,13,1,1,1,5,0.345985180347945,0.375719303153078
"14",32,29,2,1,14,3,1,1,2,0.622795509252622,0.623812379865749
"15",32,25,2,1,15,3,2,0,2,0.782944294158759,0.690138999661379
"16",32,40,2,1,16,2,2,0,3,0.745151564731257,0.685343524295398
"17",32,21,2,2,17,2,1,0,3,0.409097117345826,0.35847437484095
"18",32,39,2,1,18,2,2,0,3,0.648852764507545,0.64218403736048
"19",32,39,2,1,19,2,2,0,3,0.80744236157462,0.805890783971957
"20",32,18,2,2,20,2,2,1,4,0.654798546761276,0.73784154842617
"21",32,19,2,1,21,2,2,0,3,0.884342192771345,0.918675844990974
"22",32,38,2,2,22,1,2,1,5,0.421952191969796,0.474494598357128
"23",32,36,2,1,23,2,1,1,3,0.63541289975444,0.541410075803731
"24",32,29,2,1,24,2,1,1,4,0.924558682533897,0.909490164049322
"25",32,25,2,2,25,2,1,0,3,0.484013188117247,0.509556157184741
"26",32,40,2,1,26,3,2,0,2,0.72590229379553,0.672059717452541
"27",32,21,2,2,27,1,2,1,5,0.385178078348745,0.458802038646143
"28",32,39,2,2,28,3,1,0,1,0.97347459258685,1.00808859929645
"29",32,39,2,1,29,3,1,1,3,0.855385529584948,0.871098156526048
"30",32,18,2,2,30,3,1,0,2,0.800079534245245,0.725109603178995
"31",32,19,2,2,31,1,2,1,4,0.408415187635004,0.471000628029147
"32",32,38,2,2,32,1,2,1,5,0.424533427262516,0.401365754557191
"33",32,36,2,2,33,3,2,1,2,0.918892168339094,0.908802165096038
"34",32,29,2,2,34,3,1,0,1,1.5182063002981,1.5380113885003
"35",32,25,2,1,35,3,2,0,1,1.7288698478846,1.75904817092958
"36",32,40,2,2,36,1,1,0,4,0.438336122243132,0.490945224785013
"37",32,21,2,1,37,2,1,1,4,0.745315900481243,0.745154168040314
"38",32,39,2,1,38,3,2,0,2,0.872425156835112,0.832235305056676
"39",32,39,2,2,39,3,2,1,3,0.571038090178029,0.579136041393354
"40",32,18,2,1,40,1,1,1,5,0.43938914200412,0.456203024386373
"41",32,19,2,2,41,1,2,1,5,0.415664550274912,0.438301034095547
"42",32,38,2,2,42,1,2,1,4,0.299359407574732,0.216864651202347
"43",32,36,2,2,43,2,1,0,2,0.754741664364313,0.706202746982385
"44",32,29,2,1,44,3,1,1,2,0.481865125260725,0.466602181659163
"45",32,25,2,1,45,2,1,1,4,0.757547206621879,0.799901175226393
