"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",4,23,2,1,1,1,1,1,5,0.493059492341796,0.493726688691947
"2",4,33,2,2,2,2,2,1,3,0.508186495220846,0.517627353240846
"3",4,32,2,1,3,3,2,0,2,1.09907422160386,1.45122996092601
"4",4,19,2,2,4,2,2,1,4,0.641546990021829,0.728336935026399
"5",4,23,2,2,5,1,2,1,5,0.400291167808732,0.347152735929707
"6",4,36,2,1,6,2,2,0,2,0.78613241756159,0.956781910539221
"7",4,22,2,2,7,1,1,0,3,0.603933555524593,0.668907708520767
"8",4,39,2,2,8,3,2,1,3,0.785700173341339,0.956098964671225
"9",4,24,2,2,9,1,2,1,5,0.518701588664621,0.53424120088201
"10",4,18,2,2,10,1,2,1,4,0.483270925811658,0.478260753574329
"11",4,23,2,1,11,2,1,1,3,0.502232076550323,0.508219371741419
"12",4,33,2,1,12,1,1,1,5,0.450338531020307,0.426227569803995
"13",4,32,2,2,13,1,2,1,4,0.359020147283582,0.28194452349997
"14",4,19,2,2,14,3,1,0,2,1.19019516953236,1.59520105865304
"15",4,23,2,2,15,2,2,1,4,0.41890378592393,0.376560672551718
"16",4,36,2,2,16,3,1,0,1,0.40217651654556,0.350131586933894
"17",4,22,2,2,17,3,2,1,2,0.516735701791263,0.531135099622105
"18",4,39,2,2,18,2,2,1,3,0.605880598077586,0.671984035754496
"19",4,24,2,1,19,2,2,0,2,0.612726290975285,0.682800230532859
"20",4,18,2,1,20,2,2,0,2,0.731863290613291,0.871036689960909
"21",4,23,2,2,21,1,2,1,5,0.357266768919558,0.279174185684811
"22",4,33,2,2,22,2,2,1,4,0.689941719568779,0.80480060771058
"23",4,32,2,1,23,3,1,1,2,0.679002627078985,0.787516841576706
"24",4,19,2,1,24,1,1,1,4,0.308161245582246,0.201587458811858
"25",4,23,2,1,25,3,1,1,3,0.939725964724026,1.19945971505587
"26",4,36,2,2,26,3,1,0,1,1.06892862375964,1.40359991633214
"27",4,22,2,1,27,1,1,1,5,0.50812087801479,0.517523678055278
"28",4,39,2,1,28,3,2,0,2,1.03893272255093,1.35620639242238
"29",4,24,2,1,29,3,1,1,2,1.03496571441792,1.34993851957222
"30",4,18,2,1,30,2,2,0,2,0.510535554006608,0.521338866122351
"31",4,23,2,1,31,2,2,0,3,0.609053735414593,0.676997592746967
"32",4,33,2,2,32,2,1,0,2,0.907089848814579,1.14789465191894
"33",4,32,2,1,33,1,1,1,4,0.434343178888927,0.400954913436414
"34",4,19,2,2,34,2,2,1,4,0.73650864739854,0.878376353681602
"35",4,23,2,1,35,3,1,1,2,0.619684261014196,0.693793823194339
"36",4,36,2,1,36,1,1,1,4,0.384352093136771,0.321968997948007
"37",4,22,2,2,37,1,2,1,4,0.406550540985545,0.357042545549071
"38",4,39,2,2,38,3,1,0,1,1.257440299831,1.70144836452488
"39",4,24,2,1,39,1,1,1,5,0.377676502223165,0.31142156430451
"40",4,18,2,1,40,3,1,1,2,1.16874897815793,1.56131607628144
"41",4,23,2,2,41,3,1,0,1,0.703646653378025,0.826454403129189
"42",4,33,2,2,42,3,2,1,2,0.861390804517252,1.07569016192917
"43",4,32,2,2,43,2,2,1,4,0.4185329734219,0.375974788798512
"44",4,19,2,1,44,3,2,0,1,1.28813364557597,1.74994385080194
"45",4,23,2,1,45,1,1,1,4,0.455189357964039,0.433891876375091
"46",4,36,2,1,46,1,2,0,3,0.547913448000562,0.580395938632798
"47",4,22,2,1,47,2,2,0,3,0.528336240452268,0.549463950706492
"48",4,39,2,1,48,3,1,1,2,0.643372427036263,0.731221125509205
"49",4,24,2,1,49,1,1,1,4,0.418109215522329,0.375305251317189
"50",4,18,2,2,50,2,1,0,3,0.65615891661251,0.751423779039676
"51",4,23,2,1,51,3,2,0,1,1.09691663077072,1.44782096740965
"52",4,33,2,1,52,1,1,1,4,0.468090256828403,0.454275296580787
"53",4,32,2,2,53,1,2,1,4,0.328566681128091,0.233828046974294
"54",4,19,2,1,54,1,1,1,4,0.437113708278437,0.405332349871841
"55",4,23,2,2,55,2,2,1,3,0.447605335198972,0.421909120406285
"56",4,36,2,2,56,2,1,0,3,0.778194950945166,0.944240713285273
