"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",9,34,1,2,1,1,2,1,4,0.40921431300055,0.852730868096618
"2",9,26,1,1,2,1,1,1,5,0.389465282410816,0.82152739976484
"3",9,37,1,2,3,3,1,0,2,1.56539074808952,2.6794896355372
"4",9,33,1,1,4,2,1,1,3,0.664727700581641,1.25644202047474
"5",9,38,1,2,5,2,2,1,3,0.646166908494568,1.22711596897717
"6",9,35,1,1,6,2,2,0,2,0.780621600485562,1.43955438232294
"7",9,35,1,2,7,2,2,1,4,0.48360374327249,0.970266167926284
"8",9,31,1,2,8,1,2,1,5,0.380001855458798,0.806575185180651
"9",9,28,1,2,9,2,1,0,2,0.817424787137749,1.49770341723339
"10",9,31,1,1,10,3,2,0,1,0.885659799684401,1.6055147370571
"11",9,34,1,2,11,3,1,0,1,0.785089258307602,1.44661328168176
"12",9,26,1,2,12,3,2,1,2,1.07131540478459,1.8988505931154
"13",9,37,1,1,13,3,1,1,3,0.789743931223324,1.4539676648886
"14",9,33,1,2,14,2,1,0,2,0.917101322596957,1.65519234325894
"15",9,38,1,2,15,2,1,0,3,0.47348688955752,0.954281539056632
"16",9,35,1,2,16,2,1,0,3,0.531913106066788,1.04659496114127
"17",9,35,1,1,17,2,2,0,2,0.634259939702093,1.20830295828506
"18",9,31,1,1,18,1,1,1,4,0.320762019954493,0.712976245083848
"19",9,28,1,2,19,2,2,1,4,0.348192445209188,0.756316316986267
"20",9,31,1,2,20,2,2,1,3,0.661755191973678,1.25174545687416
"21",9,34,1,2,21,1,2,1,4,0.442539159292726,0.905384125238257
"22",9,26,1,2,22,3,1,0,2,0.864367458569315,1.57187283809527
"23",9,37,1,2,23,2,1,0,3,0.45508614326555,0.925208359915319
"24",9,33,1,2,24,1,1,0,3,0.550773240007784,1.07639397276805
"25",9,38,1,2,25,3,2,1,3,0.764489384801263,1.41406548154174
"26",9,35,1,2,26,1,2,1,4,0.423228894775366,0.874873907300828
"27",9,35,1,2,27,3,1,0,2,0.747788843845573,1.38767862683176
"28",9,31,1,1,28,1,2,0,3,0.443159703237753,0.9063645846714
"29",9,28,1,1,29,3,1,1,3,0.822373554837206,1.50552247019854
"30",9,31,1,2,30,3,2,1,2,0.58070863075167,1.12369189014339
"31",9,34,1,1,31,1,2,0,3,0.648357674706184,1.23057737959152
"32",9,26,1,1,32,3,2,0,2,0.364302598853308,0.781770359743976
"33",9,37,1,1,33,1,1,1,4,0.315172560953205,0.704144899861813
