"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",8,25,2,2,1,1,2,1,5,0.447355194779502,0.508551355580414
"2",8,29,2,1,2,2,1,1,3,0.501894175351073,0.594722944883496
"3",8,36,2,1,3,3,1,1,2,0.647452861696636,0.824705669309485
"4",8,24,2,2,4,1,2,1,5,0.379689013232585,0.401638788736284
"5",8,26,2,1,5,2,1,1,4,0.440398841701087,0.497560317716517
"6",8,24,2,1,6,3,2,0,1,0.507858144242385,0.604146015731769
"7",8,18,2,2,7,2,2,1,4,0.586282917925728,0.72805715815145
"8",8,29,2,2,8,2,2,1,4,0.59791173191676,0.746430684257281
"9",8,26,2,1,9,3,2,0,1,0.925466239206447,1.26396680577499
"10",8,40,2,1,10,3,2,0,1,1.90348341894872,2.80923394976777
"11",8,25,2,1,11,2,2,0,2,0.440279385266187,0.497371576549375
"12",8,29,2,2,12,1,1,0,3,0.606427428726431,0.759885485216561
"13",8,36,2,2,13,2,1,0,2,0.940016981057062,1.28695697789896
"14",8,24,2,1,14,3,2,0,1,1.15845609091502,1.63209077147454
"15",8,26,2,2,15,2,1,0,3,0.728771160439023,0.953188581322456
"16",8,24,2,2,16,2,2,1,4,0.505526127079105,0.600461428613785
"17",8,18,2,2,17,1,2,1,4,0.609194504873378,0.764257465528738
"18",8,29,2,2,18,1,2,1,5,0.389464256162636,0.417083672565765
"19",8,26,2,1,19,3,1,1,3,0.634386775805567,0.804061253601596
"20",8,40,2,2,20,1,2,1,5,0.343922586603336,0.345127834662071
"21",8,25,2,1,21,2,1,1,3,0.531271404261042,0.641138966561246
"22",8,29,2,1,22,2,1,1,3,0.515391163812925,0.616048186653221
"23",8,36,2,2,23,3,2,1,2,0.501261315554868,0.593723026405492
"24",8,24,2,2,24,2,2,1,4,0.585983792493868,0.727584539969112
"25",8,26,2,1,25,3,2,0,1,0.591302884358714,0.735988705115569
"26",8,24,2,1,26,2,2,0,2,0.697668585656101,0.904046513165439
"27",8,18,2,1,27,2,2,0,2,1.01819048161914,1.41047110878704
"28",8,29,2,2,28,3,2,1,2,0.914271410659162,1.24627897667028
"29",8,26,2,1,29,3,2,0,1,0.404019724221067,0.440081312098086
"30",8,40,2,2,30,1,2,1,5,0.356099707289722,0.364367685346561
"31",8,25,2,1,31,2,1,1,4,0.392575217700998,0.421998991796376
"32",8,29,2,2,32,2,2,1,3,0.663137368569141,0.849487190168043
"33",8,36,2,2,33,2,2,1,3,0.625780471045837,0.790463292081223
"34",8,24,2,2,34,1,2,1,4,0.370000890378865,0.386331554627406
"35",8,26,2,1,35,3,1,1,2,0.560253732991497,0.686931045955364
"36",8,24,2,1,36,2,2,0,3,0.778216558124218,1.03131230966506
"37",8,18,2,2,37,3,2,1,3,0.618315022314984,0.778667883086475
"38",8,29,2,1,38,1,1,1,4,0.420333110416713,0.465856462287206
"39",8,26,2,1,39,3,2,0,1,1.37346336545174,1.97180226524255
"40",8,40,2,1,40,1,1,1,4,0.467367553689032,0.54017088265747
"41",8,25,2,1,41,1,1,1,5,0.375926858541547,0.395694584324445
"42",8,29,2,2,42,2,1,0,2,0.931230260225897,1.27307395898572
"43",8,36,2,1,43,2,1,1,3,0.645828099792656,0.822138545501196
"44",8,24,2,2,44,3,2,1,3,0.83556495791918,1.1219227813411
"45",8,26,2,1,45,3,2,0,2,1.23330952003239,1.75035918947998
