"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",6,33,2,1,1,3,1,1,3,1.03824039679244,2.07812130543727
"2",6,27,2,1,2,1,1,1,5,0.349931701345092,0.990593566630453
"3",6,18,2,2,3,1,2,1,4,0.299125265587015,0.910319398132691
"4",6,37,2,1,4,2,1,1,4,0.776161733023447,1.66403701668225
"5",6,31,2,2,5,1,2,1,5,0.290418058261035,0.896562010557643
"6",6,21,2,2,6,2,1,0,2,0.6504007374516,1.46533464367874
"7",6,38,2,1,7,2,2,0,2,0.627808517082233,1.42963893549514
"8",6,35,2,2,8,2,1,0,3,0.766796372384394,1.64923974687255
"9",6,38,2,1,9,3,2,0,2,0.995625823377756,2.01079027944206
"10",6,34,2,2,10,2,1,0,2,0.621866409004176,1.42025040473181
"11",6,33,2,2,11,2,2,1,3,0.549378812924114,1.30572000292531
"12",6,27,2,2,12,3,2,1,2,0.997157027098263,2.01320958132046
"13",6,18,2,2,13,2,2,1,3,0.461695967552611,1.16718110723833
"14",6,37,2,1,14,2,1,1,4,0.584360107268247,1.36099044798904
"15",6,31,2,2,15,3,1,0,1,0.618288381579448,1.41459712140074
"16",6,21,2,1,16,1,1,1,4,0.231353660564811,0.80324026219761
"17",6,38,2,1,17,2,2,0,3,0.458945828838854,1.1628358880706
"18",6,35,2,1,18,3,2,0,2,1.44946236398301,2.72785201359837
"19",6,38,2,2,19,3,1,0,1,0.657187823116472,1.47605823902923
"20",6,34,2,2,20,1,2,1,5,0.4815217878756,1.19850590334866
"21",6,33,2,1,21,2,2,0,2,0.638837135420905,1.44706415247024
"22",6,27,2,2,22,1,2,1,5,0.41239216485885,1.08928109898219
"23",6,18,2,1,23,2,2,0,3,0.832181525553572,1.75254828887985
"24",6,37,2,1,24,2,2,0,2,1.00923526992783,2.03229320499117
"25",6,31,2,2,25,2,2,1,3,0.582797450187622,1.35852144980165
"26",6,21,2,1,26,2,2,0,3,0.666012481759335,1.49000119968496
"27",6,38,2,2,27,3,1,0,2,0.633155392625956,1.43808699885422
"28",6,35,2,1,28,2,1,1,4,0.69198254080852,1.53103389298267
"29",6,38,2,2,29,2,2,1,4,0.480062623800568,1.19620042411011
"30",6,34,2,1,30,3,1,1,3,0.93484498034414,1.91475654744895
"31",6,33,2,2,31,3,2,1,3,0.990357638829902,2.00246654785645
"32",6,27,2,2,32,1,2,1,5,0.353269091816329,0.995866643575007
"33",6,18,2,1,33,3,1,1,3,0.736678127187188,1.60165291946096
"34",6,37,2,2,34,3,2,1,3,1.1228518563864,2.21180741159572
"35",6,31,2,2,35,1,2,1,4,0.539191112810538,1.28962343674586
"36",6,21,2,2,36,1,2,1,4,0.253242186257427,0.837824132791942
"37",6,38,2,2,37,2,1,0,2,0.630695893949033,1.43420099094468
"38",6,35,2,1,38,3,1,1,2,0.937247040574658,1.91855180261317
"39",6,38,2,2,39,3,2,1,2,0.889576788119703,1.84323280373434
"40",6,34,2,2,40,1,2,1,4,0.501043844418538,1.2293507526865
"41",6,33,2,1,41,3,1,1,2,0.649822579629056,1.46442115431912
"42",6,27,2,2,42,3,2,1,3,1.07881237415338,2.14222502966755
"43",6,18,2,1,43,2,1,1,4,0.911332880671903,1.87760742996681
"44",6,37,2,2,44,2,2,1,4,0.659858816094364,1.4802784079343
"45",6,31,2,1,45,2,2,0,2,0.77499669458995,1.66219625595733
"46",6,21,2,1,46,1,1,1,4,0.393186065291051,1.05893546166507
"47",6,38,2,2,47,3,2,1,3,0.927339781327421,1.90289833300253
"48",6,35,2,2,48,2,2,1,3,0.608425325799533,1.39901349326847
"49",6,38,2,2,49,1,1,0,3,0.538995332602547,1.28931410401723
"50",6,34,2,2,50,2,1,0,2,0.409029664241605,1.08396834800694
"51",6,33,2,2,51,1,2,1,5,0.388983271178758,1.05229504696764
"52",6,27,2,1,52,1,1,1,5,0.444918700838451,1.14067302582996
"53",6,18,2,1,53,3,2,0,2,1.20545085587611,2.34231383078947
"54",6,37,2,2,54,2,1,0,3,0.54526113418241,1.29921407051342
"55",6,31,2,2,55,3,2,1,3,0.450778661252667,1.14993176328442
"56",6,21,2,2,56,3,1,0,1,0.465365164103059,1.17297843778804
"57",6,38,2,2,57,2,2,1,3,0.583187822553,1.35913823813895
"58",6,35,2,1,58,3,2,0,1,0.556139780828632,1.31640233221445
"59",6,38,2,2,59,3,2,1,2,0.469657803139499,1.17976080746562
"60",6,34,2,1,60,1,1,1,4,0.44842055771046,1.14620595968773
"61",6,33,2,2,61,2,2,1,4,0.584656346129393,1.36145850538965
"62",6,27,2,1,62,1,2,0,4,0.709068274247987,1.55802935181703
"63",6,18,2,2,63,2,2,1,3,0.505298028107118,1.23607236291445
"64",6,37,2,1,64,1,1,1,4,0.379060582154364,1.0366171983091
"65",6,31,2,2,65,3,1,0,2,0.800299475355103,1.70217464956627
"66",6,21,2,2,66,1,2,1,4,0.423135206186609,1.10625510428005
"67",6,38,2,2,67,3,1,0,2,0.823807036126807,1.73931659558556
"68",6,35,2,1,68,1,1,1,5,0.467988863705388,1.17712388315972
"69",6,38,2,1,69,2,2,0,3,0.63907970938211,1.44744741932894
"70",6,34,2,2,70,3,1,0,1,1.25693464128644,2.42365821173778
"71",6,33,2,2,71,3,2,1,2,1.15702412410349,2.26579959458872
"72",6,27,2,1,72,3,1,1,3,0.666471712150941,1.4907267837037
"73",6,18,2,2,73,2,2,1,3,0.806674422412019,1.7122470659162
"74",6,37,2,1,74,1,1,1,4,0.505809253081548,1.23688009837405
"75",6,31,2,1,75,1,2,0,3,0.443060768727824,1.13773749309517
"76",6,21,2,2,76,1,2,1,5,0.496552547884305,1.22225450416241
"77",6,38,2,2,77,2,1,0,3,0.668160997384419,1.49339585437259
"78",6,35,2,2,78,2,1,0,3,0.443170779754518,1.13791131051735
"79",6,38,2,2,79,2,2,1,3,0.593440421266239,1.37533734410587
"80",6,34,2,2,80,3,1,0,1,1.31523444684973,2.51577190452778
"81",6,33,2,1,81,1,2,0,4,0.582431502671152,1.35794325272563
"82",6,27,2,1,82,1,2,0,3,0.63744221427708,1.44486017706299
"83",6,18,2,1,83,1,1,1,4,0.485369656688211,1.20458553607258
"84",6,37,2,1,84,3,1,1,2,0.85011707555027,1.78088645787463
"85",6,31,2,1,85,2,2,0,3,0.781171324912079,1.67195217186629
"86",6,21,2,2,86,1,2,1,4,0.445729573240984,1.14195420422596
"87",6,38,2,2,87,1,2,1,5,0.37117800006891,1.02416271861409
"88",6,35,2,2,88,3,1,0,2,0.960856287625555,1.95585441295358
"89",6,38,2,2,89,3,1,0,1,0.292780639073467,0.900294888241286
"90",6,34,2,2,90,3,1,0,2,1.188282266727,2.31518745993387
"91",6,33,2,1,91,3,1,1,2,1.08213849017359,2.14748029297948
"92",6,27,2,1,92,2,2,0,3,0.733543889199399,1.59670082344026
"93",6,18,2,1,93,1,1,1,4,0.350094413818698,0.99085065233875
"94",6,37,2,1,94,3,1,1,3,0.843284367095503,1.7700907785161
"95",6,31,2,2,95,3,1,0,1,0.981898250625864,1.98910071449407
"96",6,21,2,2,96,3,1,0,2,1.09727924361732,2.17140268342057
"97",6,38,2,1,97,1,1,1,4,0.365537056901511,1.0152500284096
"98",6,35,2,1,98,1,1,1,5,0.489617762401573,1.21129754309969
"99",6,38,2,2,99,1,2,1,5,0.359775134475616,1.00614619097668
"100",6,34,2,1,100,1,2,0,3,0.561109296111588,1.32425416636152
"101",6,33,2,1,101,3,1,1,3,0.47221238079325,1.18379704015854
"102",6,27,2,1,102,2,2,0,2,0.672338738345904,1.49999668509174
"103",6,18,2,2,103,3,1,0,2,1.20079600306021,2.33495916334034
"104",6,37,2,2,104,1,2,1,4,0.543315116450589,1.29613936249714
"105",6,31,2,2,105,2,2,1,4,0.577420393553489,1.35002570031972
"106",6,21,2,2,106,2,2,1,4,0.635798677832187,1.44226338948006
"107",6,38,2,1,107,1,1,1,4,0.417069746159717,1.09667167743756
"108",6,35,2,2,108,1,1,0,3,0.561639400455706,1.32509173122522
