"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",3,32,1,2,1,1,2,1,4,0.342558966151848,0.0492878698663313
"2",3,26,1,2,2,2,1,0,2,1.03855331857995,1.14895894670273
"3",3,23,1,2,3,3,2,1,2,0.733121448622747,0.666376592170352
"4",3,28,1,1,4,3,1,1,3,0.857857171963613,0.863459035048921
"5",3,36,1,1,5,3,2,0,2,1.35506722910056,1.64905092532529
"6",3,30,1,1,6,3,2,0,1,1.13761797054414,1.30548109680615
"7",3,34,1,2,7,2,2,1,4,0.520482237580037,0.330406638722871
"8",3,25,1,2,8,2,2,1,3,0.779047567180796,0.73893985949207
"9",3,36,1,1,9,1,1,1,4,0.488848012361237,0.280424562877167
"10",3,36,1,2,10,2,1,0,3,0.527954196284212,0.342212333475468
"11",3,32,1,2,11,1,2,1,5,0.287084887475486,-0.0383611744423201
"12",3,26,1,2,12,1,2,1,5,0.518676098970211,0.327552939719345
"13",3,23,1,2,13,3,1,0,2,0.872160098013974,0.88605765820849
"14",3,28,1,1,14,1,1,1,4,0.301707956624345,-0.0152567251871232
"15",3,36,1,1,15,3,1,1,2,1.09507085507465,1.23825665436436
"16",3,30,1,2,16,2,2,1,3,0.445587858262692,0.212073519401465
"17",3,34,1,1,17,3,2,0,2,1.44942523819206,1.79813657968986
"18",3,25,1,1,18,2,2,0,2,0.696058063784727,0.607816444126281
"19",3,36,1,1,19,3,1,1,2,1.062568526486,1.18690297519429
"20",3,36,1,2,20,3,2,1,2,0.696600831997187,0.608674017901967
"21",3,32,1,1,21,3,2,0,1,0.815638037695072,0.796752802904626
"22",3,26,1,2,22,1,2,1,4,0.486975704460307,0.277466316393697
"23",3,23,1,1,23,1,1,1,4,0.469068891945899,0.249173552620933
"24",3,28,1,2,24,2,2,1,4,0.708913062135858,0.628127341521068
"25",3,36,1,2,25,1,2,1,4,0.5644399352517,0.399859801044098
"26",3,30,1,2,26,1,2,1,4,0.259410134491047,-0.0820872841577331
"27",3,34,1,2,27,2,1,0,3,0.682398249245773,0.586233937154734
"28",3,25,1,1,28,3,1,1,2,0.929027743693385,0.975908538381961
"29",3,36,1,1,29,3,2,0,2,1.25695572462372,1.49403474825189
"30",3,36,1,1,30,2,2,0,2,0.454359761456062,0.22593312644699
"31",3,32,1,2,31,1,2,1,4,0.467781703276702,0.247139794523601
"32",3,26,1,1,32,2,1,1,3,0.469972511441298,0.250601271423663
"33",3,23,1,2,33,2,1,0,2,0.684119628518303,0.58895371640533
"34",3,28,1,2,34,1,1,0,4,0.704346620465226,0.620912363681468
"35",3,36,1,1,35,3,1,1,3,1.04903070508362,1.16551321737853
"36",3,30,1,1,36,2,2,0,3,0.792837389866524,0.76072777933552
"37",3,34,1,2,37,1,1,0,4,0.631451028445914,0.505737328290957
"38",3,25,1,2,38,1,2,1,4,0.534991508505425,0.353331286784983
"39",3,36,1,2,39,2,1,0,3,0.667250836135581,0.56230102444063
"40",3,36,1,1,40,3,1,1,3,0.617608935491446,0.483866821422897
"41",3,32,1,2,41,2,2,1,4,0.547688973590983,0.373393281620165
"42",3,26,1,1,42,2,2,0,3,0.84032924915304,0.835764917008215
"43",3,23,1,2,43,3,2,1,2,0.591173426622665,0.442098717410223
"44",3,28,1,2,44,3,1,0,1,1.36716374293745,1.66816341718759
"45",3,36,1,2,45,2,2,1,3,0.745375539172682,0.685738055239249
"46",3,30,1,2,46,3,2,1,2,0.688851490681365,0.596430058622969
"47",3,34,1,2,47,1,2,1,5,0.426863379506846,0.182488842967228
"48",3,25,1,1,48,1,1,1,5,0.476407732386773,0.260768920517513
"49",3,36,1,1,49,2,2,0,2,0.704162074221743,0.620620780616765
"50",3,36,1,1,50,1,1,1,4,0.38160634071562,0.110982721677092
"51",3,32,1,1,51,1,1,1,4,0.503442391707304,0.303483682243952
"52",3,26,1,1,52,1,2,0,3,0.50969350039678,0.313360433973324
"53",3,23,1,2,53,3,2,1,3,1.09607225663796,1.23983886883438
"54",3,28,1,1,54,1,1,1,5,0.389225645810161,0.123021223726466
"55",3,36,1,1,55,1,1,1,5,0.391669994443768,0.126883294567565
"56",3,30,1,2,56,3,2,1,3,0.82868349774869,0.817364629789343
"57",3,34,1,2,57,1,2,1,4,0.275047066123672,-0.0573809321781866
"58",3,25,1,1,58,2,1,1,4,0.42178633769301,0.174467116901368
"59",3,36,1,1,59,3,1,1,3,0.629291145886046,0.502324713846365
"60",3,36,1,2,60,3,2,1,3,0.475110028944023,0.258718549077968
"61",3,32,1,1,61,3,2,0,1,2.06703076429072,2.77395331092575
"62",3,26,1,2,62,1,2,1,5,0.462287180896891,0.238458449163499
"63",3,23,1,2,63,3,2,1,3,1.03295355777394,1.14011132462923
"64",3,28,1,1,64,1,1,1,4,0.417878752807232,0.168293132781838
"65",3,36,1,1,65,2,2,0,3,0.503758534086851,0.303983187203636
"66",3,30,1,2,66,2,1,0,2,0.738549334528011,0.67495265190067
"67",3,34,1,1,67,3,1,1,3,0.806815277556054,0.782812841884977
"68",3,25,1,2,68,2,2,1,3,0.624556504287791,0.494843980121122
"69",3,36,1,2,69,3,2,1,3,0.886127473145335,0.908126110916041
"70",3,36,1,2,70,1,1,0,3,0.509261812448659,0.312678367015293
"71",3,32,1,1,71,3,1,1,2,0.53135017860079,0.34757798553566
"72",3,26,1,1,72,2,1,1,3,0.751989628415194,0.696188316242418
"73",3,23,1,1,73,3,2,0,1,0.566894104785652,0.403737388907743
"74",3,28,1,2,74,2,2,1,4,0.595778776767359,0.449375170638839
"75",3,36,1,1,75,3,1,1,2,0.429223324844826,0.186217556601237
"76",3,30,1,1,76,2,1,1,3,0.570911690300744,0.410085174021587
"77",3,34,1,1,77,2,1,1,4,0.291541508178325,-0.0313197137318346
"78",3,25,1,1,78,2,1,1,4,0.486230347968484,0.276288653136616
"79",3,36,1,2,79,2,1,0,3,0.670931763040104,0.568116888949776
"80",3,36,1,1,80,1,2,0,4,0.69658440541639,0.608648063904308
"81",3,32,1,1,81,1,2,0,3,0.483632243354106,0.272183647845899
"82",3,26,1,2,82,1,1,0,3,0.506751213359824,0.308711620454934
"83",3,23,1,2,83,3,2,1,2,0.79998467770865,0.772020494126079
"84",3,28,1,2,84,1,2,1,4,0.340115795791694,0.0454276606972879
"85",3,36,1,1,85,2,1,1,3,0.735090451839152,0.669487617252272
"86",3,30,1,1,86,3,2,0,2,1.27186497709173,1.51759136715135
"87",3,34,1,2,87,2,2,1,3,0.595226681993616,0.448502860896326
"88",3,25,1,2,88,2,2,1,4,0.620625786989515,0.488633446789845
"89",3,36,1,2,89,2,1,0,2,0.782869533575696,0.744978566396011
"90",3,36,1,1,90,3,2,0,2,1.38501331684497,1.69636574396146
"91",3,32,1,2,91,2,1,0,2,0.711379471535729,0.632024268372864
"92",3,26,1,2,92,1,1,0,3,0.586294063219064,0.434389323232532
"93",3,23,1,2,93,3,1,0,1,0.669278942583654,0.565505432628585
"94",3,28,1,1,94,2,2,0,3,0.785767447390571,0.749557270223514
"95",3,36,1,1,95,1,1,1,5,0.634815608373277,0.51105336457619
"96",3,30,1,2,96,3,1,0,1,1.31194744984607,1.58092167410321
"97",3,34,1,1,97,1,1,1,5,0.304998533924686,-0.0100576130525844
"98",3,25,1,2,98,2,1,0,2,0.851621501629479,0.853606675920988
"99",3,36,1,1,99,2,1,1,3,0.737460352862493,0.673232060869151
"100",3,36,1,1,100,2,1,1,3,0.545598924750196,0.370091004451722
"101",3,32,1,2,101,1,2,1,5,0.395204738584743,0.132468190310305
"102",3,26,1,1,102,3,2,0,1,0.928177811766037,0.974565645936751
"103",3,23,1,2,103,3,2,1,3,1.07851948451194,1.21210548887528
"104",3,28,1,2,104,1,2,1,5,0.516962063389389,0.324844763501647
"105",3,36,1,2,105,3,2,1,2,0.923673975875154,0.967449585229155
"106",3,30,1,1,106,1,2,0,4,0.359073778051616,0.0753812726679658
"107",3,34,1,1,107,2,2,0,3,0.7079244332782,0.626565307925968
"108",3,25,1,2,108,3,1,0,2,0.669579024961309,0.56597956278528
