"","subj_no","age","group","stim","trial","difficulty","resp","corr","conf","RT_day1","RT_day2"
"1",7,25,1,2,1,1,1,0,3,0.674650458103023,0.583990281955446
"2",7,21,1,2,2,2,1,0,3,0.916274799446267,0.965756741277771
"3",7,22,1,1,3,3,2,0,2,0.0624557059715228,-0.383277426412324
"4",7,38,1,2,4,3,2,1,2,0.689730641844946,0.607816972267684
"5",7,22,1,1,5,2,1,1,3,0.464209125582957,0.251492976573741
"6",7,20,1,1,6,1,1,1,5,0.284664030004402,-0.0321882744403752
"7",7,30,1,1,7,3,1,1,2,0.855944494282443,0.870434859118929
"8",7,23,1,1,8,1,2,0,3,0.623112658175899,0.50256055807059
"9",7,34,1,1,9,3,2,0,1,1.14308313534451,1.324113911997
"10",7,38,1,1,10,2,2,0,3,0.86749416466,0.888683338315469
"11",7,25,1,1,11,2,2,0,2,0.784130290381065,0.756968416954752
"12",7,21,1,2,12,1,2,1,5,0.261133739594462,-0.0693661332880811
"13",7,22,1,2,13,2,2,1,3,0.439994888125023,0.213234481390207
"14",7,38,1,1,14,2,1,1,4,0.399728115725416,0.149612980998826
"15",7,22,1,2,15,1,2,1,5,0.396950046806984,0.145223632107705
"16",7,20,1,2,16,3,2,1,2,0.554418679354026,0.394024071532031
"17",7,30,1,1,17,1,1,1,4,0.424498106377637,0.188749566229335
"18",7,23,1,2,18,1,2,1,5,0.32034541763552,0.0241883180167907
"19",7,34,1,2,19,1,2,1,4,0.333367760246219,0.044763619341696
"20",7,38,1,1,20,1,1,1,5,0.481830844069339,0.279335291782225
"21",7,25,1,1,21,2,1,1,3,0.771287089795918,0.73667616003022
"22",7,21,1,1,22,3,2,0,1,0.761564456725552,0.721314399779041
"23",7,22,1,2,23,3,2,1,2,0.653426120457971,0.550455828476265
"24",7,38,1,2,24,3,1,0,2,0.995083498678059,1.090274486064
"25",7,22,1,2,25,3,2,1,2,0.818692823341687,0.811577219032536
"26",7,20,1,2,26,2,1,0,3,0.946919376458828,1.01417517295762
"27",7,30,1,1,27,1,2,0,4,0.448100321256458,0.226041065737874
"28",7,23,1,2,28,2,1,0,2,0.611252780776858,0.483821951780105
"29",7,34,1,1,29,1,1,1,5,0.327166064690082,0.0349649403629994
"30",7,38,1,2,30,3,1,0,2,0.243958212888956,-0.0965034654827795
"31",7,25,1,2,31,1,2,1,4,0.378579470468459,0.116198121492836
"32",7,21,1,1,32,1,1,1,4,0.390083328825271,0.134374217696598
"33",7,22,1,2,33,2,2,1,3,0.556220715301603,0.396871288329202
"34",7,38,1,2,34,3,1,0,2,1.35495043382481,1.65886424359586
"35",7,22,1,1,35,2,1,1,3,0.420013607935369,0.181664058690553
"36",7,20,1,2,36,1,1,0,4,0.559307967802981,0.40174914728138
"37",7,30,1,1,37,2,2,0,2,0.79898868351116,0.780444678100302
"38",7,23,1,2,38,1,1,0,4,0.665733269855283,0.569901124524017
"39",7,34,1,2,39,1,1,0,4,0.464949646187919,0.252662999129582
"40",7,38,1,2,40,1,2,1,4,0.301217628090768,-0.0060335894639173
"41",7,25,1,2,41,3,2,1,3,0.481867424188238,0.279393088370086
"42",7,21,1,1,42,3,1,1,3,0.631571680126034,0.515925812751804
"43",7,22,1,2,43,1,1,0,3,0.581588000297861,0.43695159862329
"44",7,38,1,2,44,1,1,0,4,0.6781934354922,0.589588186230346
"45",7,22,1,2,45,1,2,1,5,0.466136158759821,0.254537688993187
"46",7,20,1,1,46,2,1,1,3,0.680896128570058,0.593858441293362
"47",7,30,1,2,47,3,2,1,3,1.13031920384238,1.30394690022363
"48",7,23,1,2,48,3,1,0,1,0.331632073766928,0.0420212347044155
"49",7,34,1,2,49,3,1,0,2,0.802556986214027,0.786082596370832
"50",7,38,1,1,50,2,1,1,4,0.732660904280798,0.675646786916331
"51",7,25,1,2,51,2,2,1,3,0.569815442830982,0.418350957825622
"52",7,21,1,2,52,1,2,1,4,0.447117046895566,0.224487492247665
"53",7,22,1,1,53,2,2,0,3,0.766982496920935,0.729874903287747
"54",7,38,1,2,54,3,2,1,2,0.635359375758455,0.521910371851029
"55",7,22,1,2,55,1,1,0,3,0.5222231689731,0.343155165130167
"56",7,20,1,1,56,1,1,1,4,0.405552329986564,0.15881523953144
"57",7,30,1,2,57,1,2,1,5,0.362950215378816,0.0915038984511998
"58",7,23,1,2,58,2,1,0,3,0.600840597358612,0.467370701979276
"59",7,34,1,2,59,2,2,1,3,0.669780585134789,0.576295882665637
"60",7,38,1,1,60,2,2,0,2,0.650495944117157,0.545826149857778
"61",7,25,1,2,61,2,2,1,3,0.47065187066312,0.2616725138004
"62",7,21,1,1,62,1,2,0,3,0.602755315886537,0.470395957253397
"63",7,22,1,2,63,2,1,0,2,0.644218599078207,0.535907944696236
